27,12,1,34,1,5,116,34,1,3,1,34,1,14,27,4,12,3,21,34,103,8,2
34,26,112,18,15,26,20,1,1,29,28,116,112,26,34,3,26,39,1,3,1,5,34
16,14,4,27,4,9,1,1,42,30,30,16,1,10,8,1,28,28,28,31,39,6,4
27,9,3,16,1,18,34,1,112,1,34,21,19,1,32,4,30,2,28,28,1,109,36
1,34,18,20,3,21,19,1,1,1,116,1,116,1,3,2,1,37,28,2,3,1,113
1,18,20,1,1,1,21,15,34,1,16,1,34,1,1,18,115,20,28,7,4,4,8
3,116,1,29,29,34,1,1,1,1,25,19,1,1,1,34,1,7,28,31,112,35,12
1,112,2,30,30,1,3,1,112,18,34,21,115,19,1,116,3,5,34,1,1,1,101
1,116,1,34,2,1,1,1,1,116,32,29,31,34,1,16,1,103,4,4,27,4,106
34,21,19,1,3,1,1,133,15,23,32,145,31,25,15,133,1,1,3,1,21,19,34
104,4,27,4,4,105,1,16,1,34,32,30,31,116,1,1,1,1,2,34,1,116,1
101,1,1,1,34,5,3,116,1,21,115,19,34,20,112,1,3,1,29,29,2,112,1
14,35,112,32,28,9,1,34,1,1,1,21,23,1,1,1,1,34,30,30,1,116,3
10,4,4,9,28,18,115,20,1,1,34,1,16,1,34,15,19,1,1,1,18,20,1
113,1,3,2,28,37,1,2,3,1,116,1,116,1,1,1,21,19,3,18,20,34,1
36,107,1,28,28,2,29,4,31,1,21,19,34,1,112,1,34,20,1,16,3,7,27
4,6,44,32,28,28,28,1,10,8,1,16,29,29,47,1,1,7,4,27,4,12,16
34,5,1,3,1,44,26,3,34,26,112,116,28,30,1,1,18,26,15,20,112,26,34
2,10,105,34,19,3,14,4,27,12,1,34,1,3,1,34,116,5,1,34,1,14,27
