28,28,28,28,28,28,28,28,28,28,30,30,47,15,34,112,30,30,28,28,28
28,28,33,30,30,28,28,28,30,30,1,3,3,1,1,1,1,3,30,28,28
28,36,2,32,34,31,28,33,2,2,1,1,1,1,2,3,34,1,1,34,32
28,31,3,32,2,31,44,1,1,3,3,18,34,3,2,1,1,1,3,34,32
28,31,44,30,30,30,1,1,34,2,18,20,1,3,1,1,1,1,29,29,28
30,30,2,1,112,2,2,3,21,15,23,1,1,1,18,133,2,1,28,28,28
3,1,2,34,3,2,1,1,1,1,34,3,1,18,20,2,2,32,28,28,33
34,15,19,3,1,3,1,34,2,2,21,19,2,34,1,3,1,30,30,28,28
28,37,21,19,1,1,1,3,34,1,1,3,1,1,1,1,1,34,1,32,28
28,31,2,3,1,1,3,1,3,1,29,1,3,1,3,1,1,3,2,32,28
28,31,1,34,1,1,1,1,1,3,1,1,34,3,1,1,1,21,19,37,28
28,28,29,29,1,3,1,34,2,21,19,2,2,34,1,3,1,3,21,15,34
33,28,28,31,2,2,18,20,1,3,34,1,1,1,1,2,3,34,2,1,3
28,28,28,1,2,133,20,1,1,1,25,15,19,3,2,2,112,1,2,29,29
28,30,30,1,1,1,1,3,1,18,20,2,34,1,1,29,29,29,39,32,28
31,34,3,1,1,1,2,3,34,20,3,3,1,1,39,32,2,31,3,32,28
31,34,1,1,34,3,2,1,1,1,1,2,2,33,28,32,34,31,2,36,28
28,28,29,3,1,1,1,1,3,3,1,29,29,28,28,28,29,29,33,28,28
28,28,28,29,29,112,34,15,42,29,29,28,28,28,28,28,28,28,28,28,28
