112,36,7,9,2,26,34,2,26,2,14,30,34,15,17,26,44,1,1,34,112
27,11,9,34,7,13,4,27,13,11,9,2,2,1,37,28,28,112,3,110,102
27,103,105,7,106,34,18,39,1,5,112,3,1,1,3,32,2,1,1,18,112
27,34,103,9,34,3,116,2,18,26,1,1,3,18,34,1,1,2,1,16,1
16,1,3,39,3,116,16,112,16,14,108,1,112,129,1,112,3,30,3,21,34
24,19,1,1,2,7,113,11,27,9,34,15,17,20,3,1,1,34,112,31,31
31,27,4,4,4,12,16,5,116,115,20,1,16,3,3,2,2,32,3,31,133
31,1,18,1,19,10,113,13,27,29,29,29,34,3,18,39,3,3,1,31,31
1,3,25,34,23,2,34,116,16,29,146,29,112,1,16,2,1,34,3,1,3
145,1,21,1,20,30,116,3,21,26,114,26,19,3,116,29,18,1,19,1,145
3,1,3,34,1,2,16,1,112,30,140,30,16,116,34,2,25,34,23,3,1
32,32,1,3,3,44,20,3,34,30,30,30,27,11,113,8,21,1,20,1,32
133,32,3,31,2,2,3,3,16,1,18,115,116,5,16,14,4,4,4,27,32
32,32,112,34,1,1,3,18,17,15,34,7,27,13,113,9,2,1,1,21,22
34,19,3,29,3,112,1,134,112,1,110,12,16,112,16,116,3,44,3,1,16
1,16,1,2,1,1,34,20,3,1,1,26,20,2,116,3,34,7,105,34,27
112,20,1,1,2,31,3,1,1,3,112,5,1,44,20,34,104,9,103,105,27
102,108,3,112,28,28,37,1,2,2,7,13,11,27,4,11,9,34,7,13,27
112,34,1,1,39,26,17,15,34,29,12,2,26,2,34,26,2,7,9,36,112
