34,32,28,31,34,32,28,28,31,37,32,28,28,31,34,32,28,28,31,37,32,29,34
29,28,28,30,30,30,1,3,30,30,30,19,1,30,30,30,1,36,3,16,118,28,27
30,28,34,19,2,1,34,1,1,1,3,21,34,19,1,3,1,21,22,20,1,28,3
37,28,21,20,1,3,1,1,29,31,1,1,1,16,2,1,1,1,116,1,1,28,27
29,28,1,1,18,15,19,1,32,30,133,1,3,16,1,1,34,1,21,19,3,32,118
28,28,3,153,20,1,21,34,1,1,1,1,18,34,15,115,19,2,1,34,19,28,114
30,28,1,1,1,29,31,1,1,1,3,1,112,1,1,3,16,1,1,2,16,28,27
36,28,31,2,1,32,30,1,18,34,1,1,1,3,1,1,21,34,1,1,16,28,35
29,28,31,1,1,3,34,15,23,1,29,29,29,1,34,1,1,1,3,1,112,28,29
28,28,18,34,1,1,1,1,114,1,26,145,26,1,114,1,1,1,1,34,20,28,28
30,28,112,1,3,1,1,1,34,1,30,30,30,1,25,15,34,3,1,1,32,28,30
35,28,16,1,1,34,19,1,1,3,1,1,1,34,20,1,29,31,1,2,32,28,36
27,28,16,2,1,1,16,3,1,1,112,1,3,1,1,1,32,30,1,1,1,28,29
114,28,21,34,1,2,21,115,15,34,20,1,1,1,1,34,19,1,18,120,3,28,28
150,31,3,21,19,1,34,1,1,16,3,1,133,29,31,1,21,15,20,1,1,28,30
27,28,1,1,116,1,1,1,2,16,1,1,1,32,30,1,1,3,1,18,19,28,37
3,28,1,18,24,19,1,3,1,21,34,19,3,1,1,1,34,1,2,21,34,28,29
27,28,150,16,3,36,1,29,29,29,1,21,29,29,29,3,1,29,29,29,28,28,30
34,30,31,37,32,28,28,31,34,32,28,28,31,37,32,28,28,31,34,32,28,31,34
