2,32,28,28,181,28,31,3,2,1,34,1,1,31,3,182,15,15,19,1,26,2,36
133,34,28,28,29,28,28,1,34,1,21,15,34,10,8,1,34,1,34,115,9,1,2
28,28,33,28,28,28,112,1,1,1,3,1,1,1,10,8,1,1,21,15,3,182,32
28,28,28,31,30,1,34,3,1,1,1,3,1,2,1,29,29,8,1,34,1,21,19
31,1,32,31,34,15,20,1,18,186,1,18,34,1,1,34,1,10,29,4,4,32,16
34,18,3,32,31,1,2,1,112,1,1,16,1,1,1,1,3,1,1,2,1,32,3
1,16,1,34,28,29,31,34,1,18,34,20,3,1,1,2,1,34,1,1,1,5,16
4,27,32,28,28,28,31,1,1,112,1,1,1,1,34,1,1,10,115,4,34,5,35
2,16,32,28,33,28,31,2,1,1,1,3,1,1,16,1,1,1,1,18,20,5,3
1,34,1,28,37,28,1,1,1,1,18,15,34,3,21,133,1,3,18,20,1,10,4
4,8,1,18,20,3,1,133,19,3,34,15,20,1,1,1,1,28,37,28,1,34,1
3,5,18,20,1,1,1,1,16,1,1,3,1,1,1,2,32,28,33,28,31,16,2
35,5,34,4,115,8,1,1,34,1,1,1,1,112,1,1,32,28,28,28,31,27,4
16,5,1,1,1,34,1,2,1,1,3,18,34,20,1,34,32,30,28,34,1,16,1
3,31,1,2,1,1,3,1,1,1,1,16,1,1,112,1,2,1,32,31,3,20,34
16,31,4,4,30,8,1,34,1,1,34,20,1,175,20,1,18,15,34,32,31,1,32
21,19,1,34,1,10,30,30,1,2,1,3,1,1,1,3,34,1,29,32,28,28,28
31,171,3,15,19,1,1,10,8,1,1,1,3,1,1,1,112,28,28,28,33,28,28
2,1,7,115,34,1,183,1,10,8,34,15,19,1,34,1,28,28,30,28,28,34,133
36,2,26,1,21,15,15,171,3,32,1,1,34,1,2,3,32,28,170,28,28,31,2
