36,114,34,3,29,29,29,3,3,34,2,2,3,1,1,112,37,10,4,4,8,3,34
112,101,2,1,1,1,1,1,34,16,1,3,1,34,18,15,20,3,34,2,29,29,3
16,101,3,1,87,2,2,18,15,20,1,1,1,18,20,1,2,1,1,112,90,10,27
27,12,34,1,2,29,18,20,1,1,1,34,2,16,1,2,2,30,1,1,3,34,20
16,10,8,1,3,1,34,3,1,3,1,1,2,87,1,3,2,2,3,34,1,1,2
16,34,5,3,1,1,1,1,7,133,1,1,1,2,3,34,19,1,1,1,1,1,3
16,3,2,18,34,1,1,18,26,15,19,1,34,3,3,1,16,3,1,2,1,1,34
16,29,1,16,1,1,3,34,112,3,2,15,19,1,29,1,21,34,1,2,3,1,112
116,1,34,20,1,2,1,1,1,1,16,3,16,1,1,1,1,2,1,18,34,1,116
112,1,3,2,1,34,19,1,30,1,21,15,2,3,112,34,3,1,1,16,1,30,16
34,1,1,2,1,3,16,1,3,3,34,1,21,15,26,20,1,1,34,20,2,3,16
3,1,1,1,1,1,21,34,3,2,1,1,1,133,9,1,1,1,1,3,5,34,16
2,1,1,34,3,2,2,3,1,164,2,1,1,3,1,3,34,1,3,1,10,8,16
18,34,3,1,1,29,2,2,1,16,2,34,1,1,1,18,20,30,2,1,34,14,27
27,8,167,112,1,1,2,1,18,20,1,1,1,18,15,20,2,2,164,1,3,101,16
3,30,30,2,34,3,18,15,20,34,1,3,1,16,34,1,1,1,1,1,2,101,112
34,3,10,4,4,8,37,112,1,1,3,2,2,34,3,3,30,30,30,3,34,114,36
